Name,Possible Value,Increment,Unit,Range,Read Only,Title,Description,,,,,,
GPS_HDOP_GOOD,230,,,100 900,FALSE,,GPS Hdop value at or below this value represent a good position. Used for pre-arm checks,230,1,MAV_PARAM_UNIT.UNKNOWN,"100,900",true,"GPS_HDOP_GOOD(230,1,MAV_PARAM_UNIT.UNKNOWN,100,900,true,"""",""GPS Hdop value at or below this value represent a good position. Used for pre-arm checks""),"
GPS_NAVFILTER,8,,List,0:Portable 2:Stationary 3:Pedestrian 4:Automotive 5:Sea 6:Airborne1G 7:Airborne2G 8:Airborne4G,FALSE,,Navigation filter engine setting,8,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Portable"");put(2,""Stationary"");put(3,""Pedestrian"");put(4,""Automotive"");put(5,""Sea"");put(6,""Airborne1G"");put(7,""Airborne2G"");put(8,""Airborne4G"");}};",true,"GPS_NAVFILTER(8,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Portable"");put(2,""Stationary"");put(3,""Pedestrian"");put(4,""Automotive"");put(5,""Sea"");put(6,""Airborne1G"");put(7,""Airborne2G"");put(8,""Airborne4G"");}};,true,"""",""Navigation filter engine setting""),"
GPS_TYPE,1,,List,0:None 1:AUTO 2:uBlox 3:MTK 4:MTK19 5:NMEA 6:SiRF 7:HIL 8:SwiftNav 9:PX4-UAVCAN 10:SBF 11:GSOF 12:QURT 13:ERB 14:MAV 15:NOVA,FALSE,,GPS type,1,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""None"");put(1,""AUTO"");put(2,""uBlox"");put(3,""MTK"");put(4,""MTK19"");put(5,""NMEA"");put(6,""SiRF"");put(7,""HIL"");put(8,""SwiftNav"");put(9,""PX4-UAVCAN"");put(10,""SBF"");put(11,""GSOF"");put(12,""QURT"");put(13,""ERB"");put(14,""MAV"");put(15,""NOVA"");}};",true,"GPS_TYPE(1,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""None"");put(1,""AUTO"");put(2,""uBlox"");put(3,""MTK"");put(4,""MTK19"");put(5,""NMEA"");put(6,""SiRF"");put(7,""HIL"");put(8,""SwiftNav"");put(9,""PX4-UAVCAN"");put(10,""SBF"");put(11,""GSOF"");put(12,""QURT"");put(13,""ERB"");put(14,""MAV"");put(15,""NOVA"");}};,true,"""",""GPS type""),"
GPSGLITCH_ACCEL,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"GPSGLITCH_ACCEL(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
GPSGLITCH_ENABLE,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"GPSGLITCH_ENABLE(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
GPSGLITCH_RADIUS,200,,,,FALSE,,Coming soon,200,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"GPSGLITCH_RADIUS(200,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
HLD_LAT_P,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"HLD_LAT_P(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
INAV_TC_XY,2.5,,,,FALSE,,Coming soon,2.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"INAV_TC_XY(2.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
INAV_TC_Z,5,,,,FALSE,,Coming soon,5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"INAV_TC_Z(5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
INS_ACCOFFS_X,0.02704384,,m/s/s,-3.5 3.5,FALSE,,Accelerometer offsets of X axis. This is setup using the acceleration calibration or level operations,0.02704384,1,MAV_PARAM_UNIT.m_s_s,"-3.5,3.5",true,"INS_ACCOFFS_X(0.02704384,1,MAV_PARAM_UNIT.m_s_s,-3.5,3.5,true,"""",""Accelerometer offsets of X axis. This is setup using the acceleration calibration or level operations""),"
INS_ACCOFFS_Y,0.07232188,,m/s/s,-3.5 3.5,FALSE,,Accelerometer offsets of Y axis. This is setup using the acceleration calibration or level operations,0.07232188,1,MAV_PARAM_UNIT.m_s_s,"-3.5,3.5",true,"INS_ACCOFFS_Y(0.07232188,1,MAV_PARAM_UNIT.m_s_s,-3.5,3.5,true,"""",""Accelerometer offsets of Y axis. This is setup using the acceleration calibration or level operations""),"
INS_ACCOFFS_Z,-0.2916607,,m/s/s,-3.5 3.5,FALSE,,Accelerometer offsets of Z axis. This is setup using the acceleration calibration or level operations,-0.2916607,1,MAV_PARAM_UNIT.m_s_s,"-3.5,3.5",true,"INS_ACCOFFS_Z(-0.2916607,1,MAV_PARAM_UNIT.m_s_s,-3.5,3.5,true,"""",""Accelerometer offsets of Z axis. This is setup using the acceleration calibration or level operations""),"
INS_ACCSCAL_X,0.9998162,,,0.8 1.2,FALSE,,Accelerometer scaling of X axis. Calculated during acceleration calibration routine,0.9998162,1,MAV_PARAM_UNIT.UNKNOWN,"0.8,1.2",true,"INS_ACCSCAL_X(0.9998162,1,MAV_PARAM_UNIT.UNKNOWN,0.8,1.2,true,"""",""Accelerometer scaling of X axis. Calculated during acceleration calibration routine""),"
INS_ACCSCAL_Y,0.9920868,,,0.8 1.2,FALSE,,Accelerometer scaling of Y axis Calculated during acceleration calibration routine,0.9920868,1,MAV_PARAM_UNIT.UNKNOWN,"0.8,1.2",true,"INS_ACCSCAL_Y(0.9920868,1,MAV_PARAM_UNIT.UNKNOWN,0.8,1.2,true,"""",""Accelerometer scaling of Y axis Calculated during acceleration calibration routine""),"
INS_ACCSCAL_Z,1.0001,,,0.8 1.2,FALSE,,Accelerometer scaling of Z axis Calculated during acceleration calibration routine,1.0001,1,MAV_PARAM_UNIT.UNKNOWN,"0.8,1.2",true,"INS_ACCSCAL_Z(1.0001,1,MAV_PARAM_UNIT.UNKNOWN,0.8,1.2,true,"""",""Accelerometer scaling of Z axis Calculated during acceleration calibration routine""),"
INS_GYROFFS_X,-0.003293759,,rad/s,,FALSE,,Gyro sensor offsets of X axis. This is setup on each boot during gyro calibrations,-0.003293759,1,MAV_PARAM_UNIT.rad_s,null,true,"INS_GYROFFS_X(-0.003293759,1,MAV_PARAM_UNIT.rad_s,null,true,"""",""Gyro sensor offsets of X axis. This is setup on each boot during gyro calibrations""),"
INS_GYROFFS_Y,-0.07851811,,rad/s,,FALSE,,Gyro sensor offsets of Y axis. This is setup on each boot during gyro calibrations,-0.07851811,1,MAV_PARAM_UNIT.rad_s,null,true,"INS_GYROFFS_Y(-0.07851811,1,MAV_PARAM_UNIT.rad_s,null,true,"""",""Gyro sensor offsets of Y axis. This is setup on each boot during gyro calibrations""),"
INS_GYROFFS_Z,0.02421099,,rad/s,,FALSE,,Gyro sensor offsets of Z axis. This is setup on each boot during gyro calibrations,0.02421099,1,MAV_PARAM_UNIT.rad_s,null,true,"INS_GYROFFS_Z(0.02421099,1,MAV_PARAM_UNIT.rad_s,null,true,"""",""Gyro sensor offsets of Z axis. This is setup on each boot during gyro calibrations""),"
INS_MPU6K_FILTER,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"INS_MPU6K_FILTER(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
INS_PRODUCT_ID,0,,List,0:Unknown 1:unused 2:unused 88:unused 3:SITL 4:PX4v1 5:PX4v2 256:unused 257:Linux,FALSE,,Which type of IMU is installed (read-only).,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Unknown"");put(1,""unused"");put(2,""unused"");put(88,""unused"");put(3,""SITL"");put(4,""PX4v1"");put(5,""PX4v2"");put(256,""unused"");put(257,""Linux"");}};",true,"INS_PRODUCT_ID(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Unknown"");put(1,""unused"");put(2,""unused"");put(88,""unused"");put(3,""SITL"");put(4,""PX4v1"");put(5,""PX4v2"");put(256,""unused"");put(257,""Linux"");}};,true,"""",""Which type of IMU is installed (read-only).""),"
LAND_REPOSITION,1,,Binary,0:NoRepositioning 1:Repositioning,FALSE,,"Enables user input during LAND mode, the landing phase of RTL, and auto mode landings.",1,1,MAV_PARAM_UNIT.Binary,"new HashMap<Integer, String>(){{put(0,""NoRepositioning"");put(1,""Repositioning"");}};",true,"LAND_REPOSITION(1,1,MAV_PARAM_UNIT.Binary,new HashMap<Integer, String>(){{put(0,""NoRepositioning"");put(1,""Repositioning"");}};,true,"""",""Enables user input during LAND mode, the landing phase of RTL, and auto mode landings.""),"
LAND_SPEED,50,,cm/s,30 200,FALSE,,The descent speed for the final stage of landing in cm/s,50,1,MAV_PARAM_UNIT.cm_s,"30,200",true,"LAND_SPEED(50,1,MAV_PARAM_UNIT.cm_s,30,200,true,"""",""The descent speed for the final stage of landing in cm/s""),"
LOG_BITMASK,26622,,List,830:Default 894:Default+RCIN 958:Default+IMU 1854:Default+Motors -6146:NearlyAll-AC315 45054:NearlyAll 131071:All+FastATT 262142:All+MotBatt 393214:All+FastIMU 397310:All+FastIMU+PID 655358:All+FullIMU 0:Disabled,FALSE,,4 byte bitmap of log types to enable,26622,1,MAV_PARAM_UNIT.List,"830:Default,894:Default+RCIN,958:Default+IMU,1854:Default+Motors,-6146:NearlyAll-AC315,45054:NearlyAll,131071:All+FastATT,262142:All+MotBatt,393214:All+FastIMU,397310:All+FastIMU+PID,655358:All+FullIMU,0:Disabled",true,"LOG_BITMASK(26622,1,MAV_PARAM_UNIT.List,830:Default,894:Default+RCIN,958:Default+IMU,1854:Default+Motors,-6146:NearlyAll-AC315,45054:NearlyAll,131071:All+FastATT,262142:All+MotBatt,393214:All+FastIMU,397310:All+FastIMU+PID,655358:All+FullIMU,0:Disabled,true,"""",""4 byte bitmap of log types to enable""),"
LOITER_LAT_D,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LAT_D(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LAT_I,0.5,,,,FALSE,,Coming soon,0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LAT_I(0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LAT_IMAX,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LAT_IMAX(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LAT_P,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LAT_P(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LON_D,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LON_D(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LON_I,0.5,,,,FALSE,,Coming soon,0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LON_I(0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LON_IMAX,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LON_IMAX(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
LOITER_LON_P,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"LOITER_LON_P(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MAG_ENABLE,1,,List,0:Disabled 1:Enabled,FALSE,,Setting this to Enabled(1) will enable the compass. Setting this to Disabled(0) will disable the compass,1,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};",true,"MAG_ENABLE(1,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};,true,"""",""Setting this to Enabled(1) will enable the compass. Setting this to Disabled(0) will disable the compass""),"
MIS_RESTART,0,,List,0:ResumeMission 1:RestartMission,FALSE,,Controls mission starting point when entering Auto mode (either restart from beginning of mission or resume from last command run),0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""ResumeMission"");put(1,""RestartMission"");}};",true,"MIS_RESTART(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""ResumeMission"");put(1,""RestartMission"");}};,true,"""",""Controls mission starting point when entering Auto mode (either restart from beginning of mission or resume from last command run)""),"
MIS_TOTAL,6,,,0 32766,FALSE,,The number of mission mission items that has been loaded by the ground station. Do not change this manually.,6,1,MAV_PARAM_UNIT.UNKNOWN,"0,32766",true,"MIS_TOTAL(6,1,MAV_PARAM_UNIT.UNKNOWN,0,32766,true,"""",""The number of mission mission items that has been loaded by the ground station. Do not change this manually.""),"
MNT_ANGMAX_PAN,4500,,Centi-Degrees,-18000 17999,FALSE,,Maximum physical pan (yaw) angular position of the mount,4500,1,MAV_PARAM_UNIT.Centi_Degrees,"-18000,17999",true,"MNT_ANGMAX_PAN(4500,1,MAV_PARAM_UNIT.Centi_Degrees,-18000,17999,true,"""",""Maximum physical pan (yaw) angular position of the mount""),"
MNT_ANGMAX_ROL,4500,,Centi-Degrees,-18000 17999,FALSE,,Maximum physical roll angular position of the mount,4500,1,MAV_PARAM_UNIT.Centi_Degrees,"-18000,17999",true,"MNT_ANGMAX_ROL(4500,1,MAV_PARAM_UNIT.Centi_Degrees,-18000,17999,true,"""",""Maximum physical roll angular position of the mount""),"
MNT_ANGMAX_TIL,0,,Centi-Degrees,-18000 17999,FALSE,,Maximum physical tilt (pitch) angular position of the mount,0,1,MAV_PARAM_UNIT.Centi_Degrees,"-18000,17999",true,"MNT_ANGMAX_TIL(0,1,MAV_PARAM_UNIT.Centi_Degrees,-18000,17999,true,"""",""Maximum physical tilt (pitch) angular position of the mount""),"
MNT_ANGMIN_PAN,-4500,,Centi-Degrees,-18000 17999,FALSE,,Minimum physical pan (yaw) angular position of mount.,-4500,1,MAV_PARAM_UNIT.Centi_Degrees,"-18000,17999",true,"MNT_ANGMIN_PAN(-4500,1,MAV_PARAM_UNIT.Centi_Degrees,-18000,17999,true,"""",""Minimum physical pan (yaw) angular position of mount.""),"
MNT_ANGMIN_ROL,-4500,,Centi-Degrees,-18000 17999,FALSE,,Minimum physical roll angular position of mount.,-4500,1,MAV_PARAM_UNIT.Centi_Degrees,"-18000,17999",true,"MNT_ANGMIN_ROL(-4500,1,MAV_PARAM_UNIT.Centi_Degrees,-18000,17999,true,"""",""Minimum physical roll angular position of mount.""),"
MNT_ANGMIN_TIL,-9000,,Centi-Degrees,-18000 17999,FALSE,,Minimum physical tilt (pitch) angular position of mount.,-9000,1,MAV_PARAM_UNIT.Centi_Degrees,"-18000,17999",true,"MNT_ANGMIN_TIL(-9000,1,MAV_PARAM_UNIT.Centi_Degrees,-18000,17999,true,"""",""Minimum physical tilt (pitch) angular position of mount.""),"
MNT_CONTROL_X,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MNT_CONTROL_X(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MNT_CONTROL_Y,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MNT_CONTROL_Y(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MNT_CONTROL_Z,0,,,,FALSE,,Coming soon,0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MNT_CONTROL_Z(0,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MNT_JSTICK_SPD,0,,,0 100,FALSE,,"0 for position control, small for low speeds, 100 for max speed. A good general value is 10 which gives a movement speed of 3 degrees per second.",0,1,MAV_PARAM_UNIT.UNKNOWN,"0,100",true,"MNT_JSTICK_SPD(0,1,MAV_PARAM_UNIT.UNKNOWN,0,100,true,"""",""0 for position control, small for low speeds, 100 for max speed. A good general value is 10 which gives a movement speed of 3 degrees per second.""),"
MNT_MODE,3,,,,FALSE,,Coming soon,3,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MNT_MODE(3,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MNT_NEUTRAL_X,0,,Degrees,-180.00 179.99,FALSE,,Mount roll angle when in neutral position,0,1,MAV_PARAM_UNIT.Degrees,"-180.00,179.99",true,"MNT_NEUTRAL_X(0,1,MAV_PARAM_UNIT.Degrees,-180.00,179.99,true,"""",""Mount roll angle when in neutral position""),"
MNT_NEUTRAL_Y,0,,Degrees,-180.00 179.99,FALSE,,Mount tilt/pitch angle when in neutral position,0,1,MAV_PARAM_UNIT.Degrees,"-180.00,179.99",true,"MNT_NEUTRAL_Y(0,1,MAV_PARAM_UNIT.Degrees,-180.00,179.99,true,"""",""Mount tilt/pitch angle when in neutral position""),"
MNT_NEUTRAL_Z,0,,Degrees,-180.00 179.99,FALSE,,Mount pan/yaw angle when in neutral position,0,1,MAV_PARAM_UNIT.Degrees,"-180.00,179.99",true,"MNT_NEUTRAL_Z(0,1,MAV_PARAM_UNIT.Degrees,-180.00,179.99,true,"""",""Mount pan/yaw angle when in neutral position""),"
MNT_RC_IN_PAN,0,,List,0:Disabled 5:RC5 6:RC6 7:RC7 8:RC8 9:RC9 10:RC10 11:RC11 12:RC12,FALSE,,"0 for none, any other for the RC channel to be used to control pan (yaw) movements",0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(5,""RC5"");put(6,""RC6"");put(7,""RC7"");put(8,""RC8"");put(9,""RC9"");put(10,""RC10"");put(11,""RC11"");put(12,""RC12"");}};",true,"MNT_RC_IN_PAN(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(5,""RC5"");put(6,""RC6"");put(7,""RC7"");put(8,""RC8"");put(9,""RC9"");put(10,""RC10"");put(11,""RC11"");put(12,""RC12"");}};,true,"""",""0 for none, any other for the RC channel to be used to control pan (yaw) movements""),"
MNT_RC_IN_ROLL,0,,List,0:Disabled 5:RC5 6:RC6 7:RC7 8:RC8 9:RC9 10:RC10 11:RC11 12:RC12,FALSE,,"0 for none, any other for the RC channel to be used to control roll movements",0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(5,""RC5"");put(6,""RC6"");put(7,""RC7"");put(8,""RC8"");put(9,""RC9"");put(10,""RC10"");put(11,""RC11"");put(12,""RC12"");}};",true,"MNT_RC_IN_ROLL(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(5,""RC5"");put(6,""RC6"");put(7,""RC7"");put(8,""RC8"");put(9,""RC9"");put(10,""RC10"");put(11,""RC11"");put(12,""RC12"");}};,true,"""",""0 for none, any other for the RC channel to be used to control roll movements""),"
MNT_RC_IN_TILT,6,,List,0:Disabled 5:RC5 6:RC6 7:RC7 8:RC8 9:RC9 10:RC10 11:RC11 12:RC12,FALSE,,"0 for none, any other for the RC channel to be used to control tilt (pitch) movements",6,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(5,""RC5"");put(6,""RC6"");put(7,""RC7"");put(8,""RC8"");put(9,""RC9"");put(10,""RC10"");put(11,""RC11"");put(12,""RC12"");}};",true,"MNT_RC_IN_TILT(6,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(5,""RC5"");put(6,""RC6"");put(7,""RC7"");put(8,""RC8"");put(9,""RC9"");put(10,""RC10"");put(11,""RC11"");put(12,""RC12"");}};,true,"""",""0 for none, any other for the RC channel to be used to control tilt (pitch) movements""),"
MNT_RETRACT_X,0,,Degrees,-180.00 179.99,FALSE,,Mount roll angle when in retracted position,0,1,MAV_PARAM_UNIT.Degrees,"-180.00,179.99",true,"MNT_RETRACT_X(0,1,MAV_PARAM_UNIT.Degrees,-180.00,179.99,true,"""",""Mount roll angle when in retracted position""),"
MNT_RETRACT_Y,0,,Degrees,-180.00 179.99,FALSE,,Mount tilt/pitch angle when in retracted position,0,1,MAV_PARAM_UNIT.Degrees,"-180.00,179.99",true,"MNT_RETRACT_Y(0,1,MAV_PARAM_UNIT.Degrees,-180.00,179.99,true,"""",""Mount tilt/pitch angle when in retracted position""),"
MNT_RETRACT_Z,0,,Degrees,-180.00 179.99,FALSE,,Mount yaw/pan angle when in retracted position,0,1,MAV_PARAM_UNIT.Degrees,"-180.00,179.99",true,"MNT_RETRACT_Z(0,1,MAV_PARAM_UNIT.Degrees,-180.00,179.99,true,"""",""Mount yaw/pan angle when in retracted position""),"
MNT_STAB_PAN,0,,List,0:Disabled 1:Enabled,FALSE,,enable pan/yaw stabilisation relative to Earth,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};",true,"MNT_STAB_PAN(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};,true,"""",""enable pan/yaw stabilisation relative to Earth""),"
MNT_STAB_ROLL,0,,List,0:Disabled 1:Enabled,FALSE,,enable roll stabilisation relative to Earth,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};",true,"MNT_STAB_ROLL(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};,true,"""",""enable roll stabilisation relative to Earth""),"
MNT_STAB_TILT,0,,List,0:Disabled 1:Enabled,FALSE,,enable tilt/pitch stabilisation relative to Earth,0,1,MAV_PARAM_UNIT.List,"new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};",true,"MNT_STAB_TILT(0,1,MAV_PARAM_UNIT.List,new HashMap<Integer, String>(){{put(0,""Disabled"");put(1,""Enabled"");}};,true,"""",""enable tilt/pitch stabilisation relative to Earth""),"
MOT_SPIN_ARMED,90,,,,FALSE,,Coming soon,90,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MOT_SPIN_ARMED(90,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MOT_TCRV_ENABLE,1,,,,FALSE,,Coming soon,1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MOT_TCRV_ENABLE(1,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MOT_TCRV_MAXPCT,93,,,,FALSE,,Coming soon,93,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MOT_TCRV_MAXPCT(93,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
MOT_TCRV_MIDPCT,52,,,,FALSE,,Coming soon,52,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"MOT_TCRV_MIDPCT(52,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_PIT_D,0.12,,,,FALSE,,Coming soon,0.12,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_PIT_D(0.12,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_PIT_I,0.5,,,,FALSE,,Coming soon,0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_PIT_I(0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_PIT_IMAX,100,,,,FALSE,,Coming soon,100,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_PIT_IMAX(100,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_PIT_P,2.5,,,,FALSE,,Coming soon,2.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_PIT_P(2.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_RLL_D,0.12,,,,FALSE,,Coming soon,0.12,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_RLL_D(0.12,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_RLL_I,0.5,,,,FALSE,,Coming soon,0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_RLL_I(0.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_RLL_IMAX,100,,,,FALSE,,Coming soon,100,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_RLL_IMAX(100,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
OF_RLL_P,2.5,,,,FALSE,,Coming soon,2.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"OF_RLL_P(2.5,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
PHLD_BRAKE_ANGLE,3000,,Centi-degrees,2000 4500,FALSE,,PosHold flight mode's max lean angle during braking in centi-degrees,3000,1,MAV_PARAM_UNIT.Centi_degrees,"2000,4500",true,"PHLD_BRAKE_ANGLE(3000,1,MAV_PARAM_UNIT.Centi_degrees,2000,4500,true,"""",""PosHold flight mode's max lean angle during braking in centi-degrees""),"
PHLD_BRAKE_RATE,8,,deg/sec,43567,FALSE,,PosHold flight mode's rotation rate during braking in deg/sec,8,1,MAV_PARAM_UNIT.deg_sec,43567,true,"PHLD_BRAKE_RATE(8,1,MAV_PARAM_UNIT.deg_sec,43567,true,"""",""PosHold flight mode's rotation rate during braking in deg/sec""),"
PILOT_ACCEL_Z,250,,cm/s/s,50 500,FALSE,,The vertical acceleration used when pilot is controlling the altitude,250,1,MAV_PARAM_UNIT.cm_s_s,"50,500",true,"PILOT_ACCEL_Z(250,1,MAV_PARAM_UNIT.cm_s_s,50,500,true,"""",""The vertical acceleration used when pilot is controlling the altitude""),"
PILOT_VELZ_MAX,250,,Centimeters/Second,50 500,FALSE,,The maximum vertical velocity the pilot may request in cm/s,250,1,MAV_PARAM_UNIT.Centimeters_Second,"50,500",true,"PILOT_VELZ_MAX(250,1,MAV_PARAM_UNIT.Centimeters_Second,50,500,true,"""",""The maximum vertical velocity the pilot may request in cm/s""),"
POSCON_THR_HOVER,724,,,,FALSE,,Coming soon,724,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"POSCON_THR_HOVER(724,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_PIT_D,0.0055,,,,FALSE,,Coming soon,0.0055,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_PIT_D(0.0055,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_PIT_I,0.07999999,,,,FALSE,,Coming soon,0.07999999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_PIT_I(0.07999999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_PIT_IMAX,1000,,,,FALSE,,Coming soon,1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_PIT_IMAX(1000,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
RATE_PIT_P,0.07999999,,,,FALSE,,Coming soon,0.07999999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"RATE_PIT_P(0.07999999,1,MAV_PARAM_UNIT.UNKNOWN,null,true,"""",""Coming soon""),"
